id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,purpose
sdv-id-jGXPvB,8904.0,11018.0,9676.604098900512, 36 months,7.78,370.89,B,B3,8 years,OWN,140082.97,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-IlUHtk,6670.0,4214.0,5542.047862933188, 36 months,21.57,252.94,D,D4,8 years,MORTGAGE,78445.89,Not Verified,Fully Paid,n,medical
sdv-id-DXScVB,21527.0,12708.0,12440.396717262924, 36 months,7.76,272.59,A,A3,5 years,OWN,59510.2,Not Verified,Fully Paid,n,credit_card
sdv-id-nuNTeW,2215.0,5643.0,3660.52386356947, 36 months,11.51,195.57,C,C1,8 years,MORTGAGE,69691.75,Not Verified,Current,n,home_improvement
sdv-id-EFparX,15153.0,15516.0,15113.551067125942, 60 months,14.96,429.58,C,C3,10+ years,MORTGAGE,130059.12,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-rOWpzh,20236.0,19978.0,19921.255500128744, 36 months,12.71,641.17,B,B5,10+ years,MORTGAGE,80515.78,Verified,Fully Paid,n,debt_consolidation
sdv-id-avvQjK,8423.0,5366.0,7543.206960246047, 36 months,7.82,153.83,A,A4,2 years,MORTGAGE,86790.9,Not Verified,Current,n,debt_consolidation
sdv-id-SvBche,9853.0,8865.0,9873.927515797046, 60 months,10.9,295.8,C,B3,2 years,MORTGAGE,94011.18,Source Verified,Current,n,home_improvement
sdv-id-TXzQnN,14427.0,14636.0,16183.43051644167, 36 months,13.71,112.67,C,C3,1 year,MORTGAGE,38666.69,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-pPMrAX,30890.0,29915.0,29159.37427660062, 60 months,17.96,926.81,D,D1,8 years,RENT,51251.26,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-dPglhw,9055.0,10433.0,10300.057808700758, 36 months,13.26,268.72,C,C5,10+ years,MORTGAGE,75157.32,Not Verified,Fully Paid,n,credit_card
sdv-id-KMphYS,5042.0,5869.0,6612.558865765594, 36 months,8.7,190.39,A,A4,5 years,OWN,68636.99,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-fhEdmO,14629.0,15122.0,15282.952495138657, 36 months,14.36,448.7,C,C3,2 years,OWN,46048.29,Not Verified,Charged Off,n,debt_consolidation
sdv-id-ackKPL,21718.0,21358.0,21290.94869660518, 36 months,14.39,356.16,C,C2,5 years,MORTGAGE,67911.81,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-cnOFLo,29513.0,31933.0,29254.29749115571, 36 months,10.83,741.71,B,B2,2 years,MORTGAGE,132417.72,Not Verified,Charged Off,n,home_improvement
sdv-id-SZhVop,19301.0,19599.0,24548.819321660496, 36 months,8.65,789.87,A,A3,10+ years,MORTGAGE,113328.31,Source Verified,Charged Off,n,wedding
sdv-id-JHpZFe,9469.0,9609.0,6954.59248128463, 36 months,17.2,267.15,D,D3,1 year,RENT,75443.41,Not Verified,Does not meet the credit policy. Status:Charged Off,n,debt_consolidation
sdv-id-qGGOGt,24730.0,30395.0,30253.442388901498, 36 months,16.06,695.22,C,C4,8 years,MORTGAGE,78051.76,Verified,Fully Paid,n,moving
sdv-id-SMHbUM,28273.0,30210.0,32980.88924901752, 60 months,9.68,775.42,D,D1,1 year,MORTGAGE,47586.25,Source Verified,Charged Off,n,debt_consolidation
sdv-id-pFZeoq,9964.0,9854.0,10251.948524013535, 36 months,10.34,226.3,D,D4,6 years,OWN,62807.73,Source Verified,Charged Off,n,small_business
sdv-id-ywDxzi,21220.0,21812.0,20223.99919387345, 60 months,16.39,377.84,C,C4,< 1 year,MORTGAGE,103377.81,Source Verified,Charged Off,n,debt_consolidation
sdv-id-lzZTUT,28578.0,28843.0,37440.610795942324, 60 months,11.0,1011.11,B,G1,1 year,MORTGAGE,105731.1,Not Verified,Current,n,debt_consolidation
sdv-id-gBHUTD,2658.0,2513.0,2606.8002852968784, 36 months,13.54,174.06,C,C4,8 years,OWN,54491.07,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-odVUUz,4143.0,4608.0,3332.9420748164703, 36 months,11.24,272.35,B,B1,< 1 year,OWN,81470.65,Source Verified,Current,n,credit_card
sdv-id-UlHQEk,34681.0,34865.0,34997.2223690216, 60 months,13.22,917.98,C,E2,1 year,RENT,67685.54,Source Verified,Current,n,credit_card
sdv-id-gugBIR,40000.0,40000.0,40000.0, 36 months,7.3,662.42,A,A3,8 years,MORTGAGE,187506.36,Verified,Fully Paid,n,credit_card
sdv-id-YcGica,18990.0,18844.0,18832.780697768892, 60 months,13.32,322.16,B,B5,< 1 year,MORTGAGE,88449.66,Not Verified,Current,n,debt_consolidation
sdv-id-lMijyz,19848.0,19665.0,20415.71466216829, 60 months,26.38,567.72,F,F2,4 years,RENT,36759.03,Verified,Fully Paid,n,debt_consolidation
sdv-id-YmHkwg,12122.0,6034.0,15880.951286449594, 36 months,14.71,247.7,C,C2,4 years,MORTGAGE,67628.79,Verified,Fully Paid,n,debt_consolidation
sdv-id-FCKoBJ,2239.0,4748.0,2484.967807316412, 36 months,12.97,188.58,C,C1,6 years,ANY,47304.06,Not Verified,Charged Off,n,other
sdv-id-dNqihk,6740.0,8915.0,4383.871227884059, 36 months,11.11,277.42,B,B5,6 years,OWN,62749.24,Not Verified,Fully Paid,n,other
sdv-id-qNQJnT,7614.0,10741.0,8664.957084100872, 36 months,11.77,311.31,B,B3,10+ years,OWN,89898.88,Not Verified,Charged Off,n,debt_consolidation
sdv-id-TFDeSq,11772.0,12574.0,12439.327520205272, 60 months,28.11,359.41,F,F1,7 years,RENT,54739.51,Source Verified,Charged Off,n,other
sdv-id-wTNSza,2599.0,1801.0,2731.228497495861, 36 months,15.07,182.81,B,B5,10+ years,MORTGAGE,61837.35,Verified,Fully Paid,n,car
sdv-id-ZJQALE,4442.0,5099.0,7275.068061133919, 36 months,5.47,166.48,A,A1,4 years,OWN,142018.28,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-BqJEPY,10085.0,8997.0,9941.773334068434, 36 months,7.34,483.93,C,C4,6 years,RENT,59002.95,Not Verified,Current,n,major_purchase
sdv-id-oKcWoE,5329.0,5593.0,6081.565842702344, 36 months,17.5,134.42,D,D5,5 years,RENT,64162.26,Not Verified,Charged Off,n,car
sdv-id-aWRmNS,14271.0,15150.0,14621.478421221937, 60 months,7.5,437.23,C,C3,1 year,ANY,65464.34,Not Verified,Current,n,debt_consolidation
sdv-id-qvDbDe,18506.0,20163.0,20053.83671055176, 60 months,7.46,279.47,A,A4,10+ years,MORTGAGE,80916.05,Source Verified,Current,n,debt_consolidation
sdv-id-iShqwj,28011.0,28739.0,28506.072358673235, 36 months,16.87,788.22,D,D1,4 years,OWN,58713.99,Verified,Fully Paid,n,debt_consolidation
sdv-id-dgdXSO,14565.0,14872.0,15358.567234272386, 60 months,30.99,330.16,F,F2,5 years,MORTGAGE,51242.59,Source Verified,Late (31-120 days),n,debt_consolidation
sdv-id-lCxpXh,28637.0,27835.0,35045.91137918702, 36 months,7.09,777.29,A,A5,6 years,RENT,32167.94,Not Verified,Current,n,debt_consolidation
sdv-id-WbwZep,34464.0,35788.0,35398.73834722084, 36 months,9.39,1169.8,B,B3,10+ years,MORTGAGE,419051.82,Verified,Fully Paid,n,debt_consolidation
sdv-id-GmABFJ,5971.0,5522.0,6109.969099416623, 36 months,12.63,181.7,C,B4,1 year,OWN,61173.93,Not Verified,Fully Paid,n,major_purchase
sdv-id-YrQocf,1781.0,2773.0,2708.1469993251976, 36 months,20.28,127.51,F,F5,4 years,OWN,22222.3,Not Verified,Fully Paid,n,other
sdv-id-wsjVQf,5423.0,4994.0,6048.958739210019, 36 months,7.77,232.08,A,A3,10+ years,RENT,75770.93,Not Verified,Current,n,debt_consolidation
sdv-id-wlkYQW,15496.0,15765.0,15729.398773704655, 36 months,19.42,490.5,D,D5,6 years,RENT,60574.09,Not Verified,Late (31-120 days),y,debt_consolidation
sdv-id-HGpXCJ,2454.0,2293.0,6562.488034497297, 36 months,14.33,58.41,C,C1,4 years,OWN,47270.19,Not Verified,Fully Paid,n,small_business
sdv-id-Zjdunq,7779.0,6080.0,7780.6682788407525, 36 months,13.92,203.6,C,C4,10+ years,MORTGAGE,43511.1,Verified,Late (31-120 days),y,car
sdv-id-LaqeqG,2317.0,2033.0,8331.797322645232, 36 months,5.92,553.95,A,A1,10+ years,MORTGAGE,66827.34,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-mfQpNg,7831.0,2993.0,6884.143126282951, 36 months,7.08,73.26,A,A4,10+ years,OWN,143444.07,Not Verified,Late (16-30 days),n,debt_consolidation
sdv-id-FtSNkQ,4776.0,5215.0,4539.814436094827, 36 months,16.8,170.51,D,D2,6 years,OWN,60964.73,Not Verified,Fully Paid,n,other
sdv-id-rndFoC,4558.0,4140.0,3863.236978615765, 36 months,7.55,186.4,A,B1,6 years,OWN,76456.6,Not Verified,Current,n,debt_consolidation
sdv-id-OjsFQt,15074.0,19269.0,14728.081380978852, 36 months,10.54,345.08,B,B2,10+ years,MORTGAGE,44504.47,Source Verified,Current,n,debt_consolidation
sdv-id-MDrfoG,5738.0,4771.0,6979.280041724098, 36 months,9.73,163.34,B,B1,1 year,RENT,45060.34,Not Verified,Current,n,other
sdv-id-HKlPHQ,7812.0,9477.0,7258.431421171319, 36 months,22.12,227.14,D,D5,3 years,RENT,46200.86,Not Verified,Current,n,other
sdv-id-FnIFHz,17859.0,21368.0,30361.98097780736, 60 months,30.99,792.92,G,G2,10+ years,MORTGAGE,51090.5,Verified,Charged Off,n,debt_consolidation
sdv-id-MLuhnA,10122.0,10259.0,9945.495257634153, 36 months,9.39,302.08,B,B1,6 years,RENT,62817.35,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-GptaZo,23590.0,24195.0,24507.107081861985, 36 months,11.63,1111.9,B,B1,2 years,RENT,81193.67,Not Verified,Late (31-120 days),y,debt_consolidation
sdv-id-gXxyVc,7786.0,10103.0,6227.115728938455, 36 months,17.68,335.47,D,D2,3 years,RENT,61884.7,Source Verified,Fully Paid,n,other
sdv-id-TLprIH,18842.0,19695.0,16199.07186407674, 60 months,7.46,450.35,A,A5,2 years,OWN,90092.01,Not Verified,Current,n,debt_consolidation
sdv-id-cYFhBa,8775.0,10955.0,6271.078642305438, 36 months,16.45,281.05,C,D3,9 years,RENT,99962.07,Not Verified,Fully Paid,n,credit_card
sdv-id-BizaRv,8109.0,3222.0,9347.068669577864, 36 months,6.87,44.42,A,A3,8 years,RENT,41178.19,Not Verified,Current,n,debt_consolidation
sdv-id-LfzSjY,34201.0,34990.0,35696.71116411327, 36 months,10.55,835.29,B,B5,10+ years,MORTGAGE,117504.94,Verified,Fully Paid,n,home_improvement
sdv-id-EFAcFL,9960.0,9497.0,9883.389746123463, 36 months,12.1,287.54,B,B4,< 1 year,MORTGAGE,73566.16,Source Verified,Current,n,other
sdv-id-fUapmD,9898.0,9993.0,9856.68889848478, 36 months,12.35,355.79,C,C3,3 years,MORTGAGE,45756.15,Not Verified,Fully Paid,n,home_improvement
sdv-id-TBATky,10171.0,9383.0,10208.1473624054, 36 months,7.15,323.47,A,B1,1 year,RENT,111390.44,Verified,Fully Paid,n,credit_card
sdv-id-TwlRCb,20823.0,19234.0,20602.39238562775, 36 months,18.54,540.84,D,A4,6 years,RENT,22050.15,Source Verified,Current,n,credit_card
sdv-id-hNrkUe,15379.0,15092.0,14701.708992120284, 60 months,18.9,407.61,E,E4,8 years,MORTGAGE,38521.47,Not Verified,Charged Off,n,debt_consolidation
sdv-id-UvIWZM,29254.0,30335.0,28000.61209923639, 36 months,14.64,1070.86,C,G5,1 year,OWN,102756.34,Verified,Fully Paid,y,wedding
sdv-id-ZkCyAG,34983.0,35007.0,35130.33677344768, 60 months,16.0,1223.31,D,G5,6 years,MORTGAGE,128692.1,Source Verified,Late (31-120 days),n,home_improvement
sdv-id-cCSvRD,9738.0,10295.0,12313.794958249337, 36 months,11.94,272.83,B,B3,8 years,MORTGAGE,168023.98,Verified,Charged Off,n,other
sdv-id-OmIJxw,6204.0,7203.0,7558.976520749678, 36 months,18.63,235.45,A,D3,7 years,OWN,66400.32,Verified,Charged Off,n,car
sdv-id-EjusCf,10045.0,9699.0,9903.651620005887, 36 months,11.11,348.46,B,B2,< 1 year,RENT,63175.99,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-qcpLzq,14695.0,14785.0,14796.608589212186, 60 months,9.07,499.99,B,B4,10+ years,OWN,58743.84,Not Verified,Current,n,credit_card
sdv-id-efXoJZ,34360.0,6602.0,34423.705453990464, 36 months,17.16,177.24,A,A3,10+ years,MORTGAGE,132087.12,Verified,Current,n,home_improvement
sdv-id-QuXGNq,10113.0,10873.0,9908.632310384215, 36 months,8.52,336.42,A,F2,1 year,NONE,34069.0,Not Verified,Charged Off,n,credit_card
sdv-id-nvgAoK,29416.0,29948.0,24441.121432382628, 60 months,13.66,774.71,C,C4,8 years,MORTGAGE,86417.56,Not Verified,Current,n,major_purchase
sdv-id-anjwKL,10078.0,10188.0,10116.743280275925, 60 months,22.86,395.22,E,E4,10+ years,OWN,34640.15,Verified,Current,n,small_business
sdv-id-epGmXd,4921.0,5737.0,5486.565163126308, 36 months,7.14,214.5,A,A5,10+ years,MORTGAGE,108009.04,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-mVCbRb,14571.0,11050.0,39735.822516266104, 36 months,8.48,372.05,A,A4,4 years,MORTGAGE,68461.73,Source Verified,Fully Paid,n,home_improvement
sdv-id-SVbpcx,7551.0,9502.0,6893.475553619901, 36 months,16.34,262.43,A,B2,8 years,RENT,61919.67,Not Verified,Fully Paid,n,car
sdv-id-isLyGr,12143.0,12243.0,11453.11048477573, 36 months,10.28,314.37,B,B1,6 years,OWN,60745.37,Not Verified,Fully Paid,n,credit_card
sdv-id-GwMjis,1000.0,1972.0,583.1886547701897, 36 months,15.15,104.67,D,C1,10+ years,RENT,38750.67,Verified,Fully Paid,n,other
sdv-id-yxdhYF,3352.0,5931.0,4034.08329823742, 36 months,17.71,185.27,D,D3,10+ years,RENT,43709.75,Source Verified,Fully Paid,n,other
sdv-id-pbkIRM,11717.0,10831.0,11997.463960762801, 36 months,15.01,338.95,C,C2,6 years,OWN,47794.48,Verified,Fully Paid,n,major_purchase
sdv-id-kAcghK,14481.0,14468.0,14392.15333335912, 36 months,14.06,455.69,B,B4,10+ years,MORTGAGE,64861.59,Verified,Fully Paid,n,debt_consolidation
sdv-id-TqYGMX,24676.0,34929.0,24452.775976165904, 60 months,15.91,774.66,D,C4,6 years,MORTGAGE,61173.65,Source Verified,Charged Off,n,debt_consolidation
sdv-id-dwqoGl,23523.0,23596.0,23492.38992711788, 60 months,24.0,678.87,F,G2,6 years,RENT,73049.3,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-ommIwe,34490.0,35018.0,34860.850798263935, 36 months,15.68,749.22,B,B5,2 years,MORTGAGE,98521.71,Source Verified,Late (31-120 days),y,debt_consolidation
sdv-id-hoOSUI,27693.0,29407.0,27030.497996878774, 60 months,14.86,885.59,C,C4,8 years,MORTGAGE,112924.19,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-tomojY,10130.0,9067.0,10073.943732503161, 36 months,16.14,371.84,D,D2,2 years,RENT,52286.54,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-LVrGiv,7096.0,8270.0,6277.267315203277, 36 months,7.94,308.63,A,A4,6 years,OWN,65308.0,Not Verified,Fully Paid,n,credit_card
sdv-id-conZBq,22379.0,20971.0,20992.240394502373, 36 months,13.6,515.72,C,C1,10+ years,OWN,38951.88,Source Verified,Fully Paid,n,credit_card
sdv-id-GwNeRC,9980.0,9301.0,10200.523819783195, 60 months,14.31,319.32,C,C3,1 year,OWN,39914.49,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-CgIHEh,5000.0,2439.0,2154.346715459354, 36 months,14.05,56.81,C,C1,1 year,OWN,36700.26,Not Verified,Fully Paid,n,other
sdv-id-mVlXhI,2243.0,2853.0,2952.3740122112818, 36 months,24.71,198.23,F,F3,10+ years,OWN,36168.7,Source Verified,Charged Off,n,debt_consolidation
sdv-id-SVXVRy,5320.0,7267.0,9548.6369513975, 36 months,15.06,272.55,C,C4,2 years,OWN,72407.49,Verified,Fully Paid,n,home_improvement
sdv-id-SuCToA,18092.0,17911.0,18953.44811610176, 60 months,16.11,494.69,C,C4,2 years,MORTGAGE,61655.9,Not Verified,In Grace Period,n,debt_consolidation
sdv-id-uyfyeO,34615.0,35239.0,34153.1634009859, 60 months,12.23,1308.46,C,C2,6 years,OWN,156568.72,Source Verified,Current,n,debt_consolidation
sdv-id-tDHEri,23686.0,24395.0,24267.648885955354, 36 months,7.58,783.14,A,A4,10+ years,OWN,91667.43,Verified,Current,n,debt_consolidation
sdv-id-baxsba,5211.0,5485.0,4438.169742249373, 36 months,10.49,235.58,D,D2,10+ years,MORTGAGE,74916.28,Not Verified,Fully Paid,n,credit_card
sdv-id-weMhUD,34389.0,34536.0,31835.454557572135, 60 months,25.03,843.21,E,E5,4 years,OWN,137107.34,Source Verified,Charged Off,n,credit_card
sdv-id-stxCtS,17853.0,18763.0,18330.86322053673, 36 months,12.68,657.3,B,B4,6 years,MORTGAGE,68320.08,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-xFvkzm,28587.0,29222.0,29853.367387441052, 60 months,25.56,837.26,E,E4,10+ years,MORTGAGE,57260.73,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-oFwwHd,6311.0,5165.0,6694.931831773659, 36 months,7.37,54.4,A,B1,6 years,MORTGAGE,108091.74,Not Verified,Current,n,medical
sdv-id-SozFiW,14900.0,15193.0,15772.866996665976, 60 months,10.94,506.43,B,B1,10+ years,MORTGAGE,242783.67,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-bPJkfj,34075.0,34638.0,30860.101664083657, 60 months,18.45,1092.61,E,E4,7 years,OWN,111483.45,Verified,Late (31-120 days),n,debt_consolidation
sdv-id-WhnUXD,15023.0,15590.0,15773.425535774146, 36 months,5.37,563.36,A,A1,10+ years,MORTGAGE,72969.21,Not Verified,Fully Paid,n,credit_card
sdv-id-NmVsmC,23369.0,5168.0,23804.93123829377, 36 months,12.64,828.51,C,C5,2 years,OWN,68105.28,Verified,Fully Paid,n,other
sdv-id-QhGbTb,11330.0,11144.0,11334.6193486303, 36 months,8.49,483.29,A,A5,7 years,MORTGAGE,94219.87,Not Verified,Fully Paid,n,credit_card
sdv-id-uBNwFB,14819.0,14804.0,15576.690620267984, 36 months,12.33,342.85,C,C1,10+ years,MORTGAGE,50520.88,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-yDNwSN,19861.0,20544.0,19733.49652136514, 60 months,16.9,515.54,C,E1,7 years,RENT,61761.85,Source Verified,Charged Off,n,credit_card
sdv-id-GiTWfH,10112.0,11268.0,10147.837406471219, 36 months,7.7,300.49,B,B3,1 year,MORTGAGE,119652.69,Not Verified,Current,n,other
sdv-id-RwbROQ,1000.0,1312.0,3802.14896304374, 60 months,30.99,126.75,F,F1,10+ years,RENT,40085.64,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-MdFmvV,10184.0,7556.0,8393.26810966063, 36 months,13.19,246.7,B,B1,10+ years,OWN,47183.28,Source Verified,Fully Paid,n,other
sdv-id-vTsvYI,19535.0,17356.0,14169.868820280968, 36 months,16.07,508.6,C,C5,2 years,OWN,29528.22,Source Verified,Fully Paid,n,other
sdv-id-cfWJjl,3107.0,5852.0,4532.531620320113, 36 months,11.16,197.48,B,B4,4 years,MORTGAGE,40481.32,Verified,Fully Paid,n,home_improvement
sdv-id-TWIsWx,18555.0,19291.0,19020.362045742106, 60 months,30.99,429.03,G,G1,2 years,MORTGAGE,61963.24,Verified,Current,n,debt_consolidation
sdv-id-eHkDvA,19039.0,20343.0,19399.555867137766, 36 months,15.84,543.4,C,C2,10+ years,MORTGAGE,182441.31,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-tHKIyz,8991.0,10122.0,8648.071536713065, 36 months,16.19,224.99,D,D3,10+ years,MORTGAGE,80052.76,Verified,Fully Paid,n,other
sdv-id-CbHaWD,5319.0,7727.0,6743.15592619923, 36 months,11.09,232.51,B,B1,10+ years,OWN,67827.91,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-fDQttf,9782.0,8964.0,9869.693073012297, 36 months,21.83,254.03,D,D3,6 years,MORTGAGE,85589.53,Verified,Late (31-120 days),y,debt_consolidation
sdv-id-cTZNyT,34077.0,35099.0,33977.01524076606, 60 months,10.14,1300.66,B,B4,< 1 year,OWN,499095.31,Source Verified,Fully Paid,n,home_improvement
sdv-id-kAVZnQ,11676.0,11524.0,12051.85346862385, 36 months,12.18,288.79,B,B5,8 years,MORTGAGE,65119.45,Verified,Current,n,debt_consolidation
sdv-id-vyNGQB,14968.0,15803.0,14304.766795234082, 60 months,17.55,419.49,D,D1,1 year,OWN,77003.99,Source Verified,Current,n,debt_consolidation
sdv-id-bsykhh,16095.0,15825.0,14819.464632739537, 60 months,9.34,466.97,B,B4,1 year,OWN,86675.37,Source Verified,Does not meet the credit policy. Status:Charged Off,n,debt_consolidation
sdv-id-iJiBqT,14349.0,14019.0,14868.85123027141, 36 months,6.19,490.14,A,A1,< 1 year,RENT,70366.1,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-VEvnCf,4215.0,4667.0,3679.6005097260786, 36 months,18.02,322.83,D,D2,10+ years,OWN,56666.74,Not Verified,Fully Paid,n,other
sdv-id-oMFAJA,26404.0,28744.0,24541.290156610066, 36 months,5.46,645.47,A,A3,2 years,OWN,123190.03,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-dtqnts,30276.0,28722.0,30424.87073205183, 36 months,11.14,634.61,B,G5,2 years,OWN,69290.03,Verified,Fully Paid,n,debt_consolidation
sdv-id-TFApfK,29712.0,29605.0,23387.57607329061, 60 months,15.51,820.64,C,C5,5 years,RENT,120486.06,Not Verified,Does not meet the credit policy. Status:Charged Off,n,house
sdv-id-XbmxcM,6703.0,5420.0,8455.64763379865, 36 months,17.16,182.98,D,C5,4 years,MORTGAGE,58721.36,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-eGXPqO,19498.0,19707.0,20352.34266040037, 36 months,8.93,576.87,B,B1,10+ years,MORTGAGE,214951.13,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-quANhS,9854.0,10132.0,9833.886774389244, 60 months,13.1,292.98,C,C1,10+ years,MORTGAGE,110282.7,Source Verified,Fully Paid,n,other
sdv-id-mEQVRS,1022.0,2502.0,935.0683597302641, 36 months,8.37,73.41,A,A5,8 years,RENT,65979.48,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-zVJSoZ,29617.0,30353.0,28094.083269381958, 60 months,16.11,973.65,C,C5,9 years,MORTGAGE,155859.21,Not Verified,Late (31-120 days),y,debt_consolidation
sdv-id-CtGGlW,35257.0,36213.0,39781.81436442591, 36 months,6.54,1278.19,A,A1,6 years,OWN,132070.61,Verified,Fully Paid,n,credit_card
sdv-id-NRWEEj,14805.0,29441.0,15424.54969456398, 36 months,15.76,463.16,D,D1,10+ years,MORTGAGE,64170.28,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-woWeZr,4591.0,3950.0,2803.8493581084094, 36 months,20.81,289.69,E,E3,10+ years,RENT,59365.05,Not Verified,Current,n,educational
sdv-id-JAPNOF,16160.0,16071.0,15860.56401903311, 60 months,14.81,358.64,C,C5,5 years,MORTGAGE,48460.88,Not Verified,Current,n,debt_consolidation
sdv-id-mBoFyg,15539.0,10661.0,14995.349933375595, 36 months,14.04,502.67,C,C3,1 year,RENT,44610.49,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-Yhjsdi,5249.0,4662.0,6144.049049418734, 36 months,16.52,177.11,D,D2,1 year,RENT,31320.74,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-ohsQhB,18126.0,19149.0,20373.921332344096, 36 months,13.66,540.47,B,A5,10+ years,OWN,34706.87,Verified,Fully Paid,n,credit_card
sdv-id-vvyNia,7205.0,7747.0,9724.567326353344, 36 months,9.02,360.6,B,B2,8 years,OWN,66932.3,Verified,Does not meet the credit policy. Status:Fully Paid,n,home_improvement
sdv-id-pPqmQN,23916.0,25008.0,25567.24720576217, 36 months,6.56,736.86,A,A1,10+ years,MORTGAGE,83459.87,Not Verified,Fully Paid,n,credit_card
sdv-id-fKJMWs,23147.0,24361.0,23500.643695376806, 60 months,14.24,971.86,D,D1,10+ years,MORTGAGE,117827.07,Not Verified,Charged Off,n,debt_consolidation
sdv-id-VmIkFf,5224.0,4974.0,4787.873596725091, 36 months,11.43,114.12,B,B2,10+ years,MORTGAGE,54832.64,Verified,Fully Paid,n,car
sdv-id-dNhfyJ,2522.0,3635.0,2876.837946016114, 36 months,12.96,168.15,C,C2,1 year,OTHER,31522.88,Source Verified,Current,n,other
sdv-id-NkLfgD,29291.0,18969.0,31090.694555609487, 60 months,25.41,756.66,E,E5,8 years,MORTGAGE,39270.24,Verified,Fully Paid,n,debt_consolidation
sdv-id-EHkCgC,14794.0,16042.0,14718.74668752578, 60 months,19.56,447.49,D,D2,10+ years,RENT,54445.18,Verified,Fully Paid,n,debt_consolidation
sdv-id-JyUBvX,19562.0,19527.0,20922.79522048561, 36 months,7.72,541.71,B,B5,10+ years,RENT,62853.43,Verified,Charged Off,n,debt_consolidation
sdv-id-FWGIYK,23606.0,24254.0,24219.814350357952, 36 months,7.84,800.49,A,A3,10+ years,OWN,112873.23,Not Verified,Fully Paid,n,credit_card
sdv-id-nJOoEx,17648.0,19631.0,18800.36886033708, 60 months,14.22,457.81,E,E5,3 years,MORTGAGE,94115.45,Not Verified,Current,n,debt_consolidation
sdv-id-HBrDfj,40000.0,40000.0,36621.73040924282, 36 months,12.35,1227.33,B,B4,6 years,OWN,123850.88,Not Verified,Current,n,other
sdv-id-rFBVNH,28862.0,29028.0,19344.14860008545, 36 months,10.59,641.27,B,B5,10+ years,MORTGAGE,58376.63,Not Verified,Charged Off,n,debt_consolidation
sdv-id-QWqXrn,13562.0,15070.0,14845.405620665077, 60 months,11.31,437.93,B,B4,3 years,MORTGAGE,32963.13,Not Verified,Current,n,debt_consolidation
sdv-id-LmdiDT,34522.0,35037.0,36415.605342671115, 36 months,17.83,1212.75,D,D2,6 years,OWN,116086.13,Verified,Charged Off,n,other
sdv-id-wCGzbx,24440.0,24609.0,23598.823429832737, 36 months,6.99,649.54,B,B3,10+ years,RENT,74095.18,Not Verified,Does not meet the credit policy. Status:Charged Off,n,debt_consolidation
sdv-id-ccbhBN,6749.0,5843.0,6707.7998243950815, 36 months,10.68,250.88,B,A5,2 years,OWN,50323.21,Not Verified,Charged Off,n,debt_consolidation
sdv-id-WRldyL,17903.0,18561.0,19322.971691222545, 36 months,10.97,398.0,B,B2,4 years,OWN,44659.02,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-yNcKWw,18673.0,18560.0,14302.542936430442, 36 months,12.3,484.53,B,B5,10+ years,MORTGAGE,91262.97,Not Verified,Current,n,debt_consolidation
sdv-id-LrusUP,7558.0,5249.0,5635.893232132709, 36 months,15.81,154.09,D,D1,3 years,RENT,55432.3,Not Verified,Fully Paid,n,credit_card
sdv-id-cydbPc,23822.0,24685.0,24650.53490011003, 60 months,30.01,1070.66,F,F5,10+ years,OWN,49645.47,Verified,Charged Off,n,debt_consolidation
sdv-id-ghRiDY,8208.0,5114.0,8571.279268717482, 36 months,8.26,179.47,A,A3,1 year,RENT,64851.82,Source Verified,Fully Paid,n,major_purchase
