id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,purpose
sdv-id-TPyBck,19148.0,9451.0,18597.72860498803, 36 months,20.79,22.24,A,F4,2 years,MORTGAGE,60464.77,Verified,Current,n,debt_consolidation
sdv-id-OLqAcL,8250.0,7633.0,34310.778699752176, 36 months,15.75,427.28,C,D3,10+ years,MORTGAGE,29666.59,Not Verified,Fully Paid,n,credit_card
sdv-id-ktYQLw,25322.0,16766.0,8803.655449073567, 36 months,10.61,34.84,D,D3,6 years,RENT,48189.22,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-jjKxHW,2331.0,1000.0,5800.994493425189, 36 months,8.03,298.68,D,B1,2 years,MORTGAGE,119698.17,Not Verified,Fully Paid,n,other
sdv-id-PwDBQb,21656.0,30128.0,15202.32197393482, 60 months,11.81,564.82,C,C5,1 year,RENT,216802.54,Not Verified,Charged Off,n,debt_consolidation
sdv-id-FlZsYT,8827.0,30337.0,13782.710511494788, 36 months,16.03,509.31,D,B4,10+ years,OWN,16121.64,Source Verified,Charged Off,n,debt_consolidation
sdv-id-BEmAPx,23218.0,24236.0,16182.881784088255, 36 months,16.15,152.11,A,C3,10+ years,MORTGAGE,266972.46,Source Verified,Charged Off,n,credit_card
sdv-id-PWnCfg,1000.0,14194.0,5082.799625976301, 36 months,16.19,737.78,A,B1,2 years,RENT,61692.88,Source Verified,Fully Paid,n,other
sdv-id-TlwnFE,9358.0,3077.0,16286.665181071316, 60 months,22.37,999.57,C,C1,10+ years,OWN,90364.9,Verified,Fully Paid,y,debt_consolidation
sdv-id-bJmdyi,18359.0,26462.0,10890.08388674503, 60 months,22.8,356.48,D,C3,7 years,RENT,71652.8,Verified,Fully Paid,n,home_improvement
sdv-id-TsMRRQ,21281.0,16234.0,15052.66820107755, 36 months,28.36,506.99,B,E5,10+ years,NONE,96762.88,Verified,Charged Off,y,debt_consolidation
sdv-id-rGKBXB,17005.0,17406.0,20966.917467264855, 36 months,30.99,1237.97,B,A2,10+ years,MORTGAGE,26236.24,Verified,Current,n,debt_consolidation
sdv-id-JvzuYV,9537.0,16881.0,2171.3562898535106, 36 months,28.96,431.0,F,D2,7 years,RENT,78495.46,Verified,Current,n,wedding
sdv-id-JiTsuZ,29992.0,23680.0,14604.166063086672, 36 months,26.63,212.2,A,D1,10+ years,RENT,41585.38,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-IzMJZU,20585.0,4755.0,21407.805915495064, 36 months,30.99,250.6,E,C2,9 years,MORTGAGE,360497.85,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-FiTanx,1000.0,1826.0,14765.143114236074, 36 months,19.4,372.66,B,C4,10+ years,RENT,46897.52,Verified,Current,y,debt_consolidation
sdv-id-oicNPg,19596.0,2110.0,40000.0, 36 months,9.27,161.78,B,B5,10+ years,MORTGAGE,47478.43,Source Verified,Current,n,debt_consolidation
sdv-id-xaXkPt,19413.0,28490.0,8667.42922365768, 36 months,28.76,504.82,B,A5,10+ years,RENT,74951.12,Not Verified,Charged Off,y,debt_consolidation
sdv-id-ddhcBB,32866.0,22538.0,715.1402423776235, 36 months,19.08,754.93,C,C3,10+ years,OWN,58820.87,Not Verified,Late (31-120 days),n,small_business
sdv-id-ZIhkQc,8185.0,31695.0,11104.53566208166, 36 months,14.63,554.15,D,F5,1 year,ANY,43166.13,Verified,Fully Paid,n,debt_consolidation
sdv-id-cPVmVi,27341.0,14389.0,10938.070826879226, 36 months,18.78,787.92,D,B5,10+ years,OWN,78004.64,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-dHDeQo,25464.0,22170.0,8397.778335586627, 36 months,28.92,330.4,A,A1,6 years,RENT,69545.15,Verified,Fully Paid,n,small_business
sdv-id-Pazeyl,10295.0,14129.0,28594.53076268597, 36 months,12.07,537.86,C,B4,2 years,OWN,38184.82,Not Verified,Current,n,debt_consolidation
sdv-id-rGFykU,3397.0,1000.0,12631.907862301086, 36 months,21.22,464.07,D,E4,10+ years,OWN,62606.43,Verified,Fully Paid,n,debt_consolidation
sdv-id-MVIBIi,16894.0,18325.0,15446.702986964658, 60 months,25.3,654.58,C,F1,4 years,MORTGAGE,67908.68,Not Verified,Late (31-120 days),n,credit_card
sdv-id-ZCebeB,25589.0,17905.0,9533.314208335714, 60 months,14.75,141.1,D,C5,7 years,RENT,47356.51,Verified,Current,n,debt_consolidation
sdv-id-MiIfvg,18533.0,13838.0,33261.44932154531, 60 months,21.12,200.42,B,D2,1 year,MORTGAGE,82822.34,Verified,Current,n,other
sdv-id-wGBBse,19115.0,22959.0,0.0, 36 months,14.8,58.16,G,C5,10+ years,MORTGAGE,45547.28,Not Verified,Late (31-120 days),n,debt_consolidation
sdv-id-MmxMBj,19134.0,21914.0,5937.419841301623, 36 months,22.44,907.16,C,C2,8 years,MORTGAGE,21096.69,Not Verified,Charged Off,y,debt_consolidation
sdv-id-sUPYEz,16053.0,6010.0,14440.174331894068, 36 months,22.93,31.37,C,C3,9 years,RENT,86550.92,Not Verified,Does not meet the credit policy. Status:Charged Off,n,other
sdv-id-yKeVXB,8730.0,17160.0,27541.420820785093, 36 months,19.63,383.5,D,B2,7 years,MORTGAGE,67798.93,Verified,Current,n,debt_consolidation
sdv-id-CmLWuq,8108.0,1000.0,13778.467639972641, 60 months,13.16,1038.16,E,A5,10+ years,MORTGAGE,41837.9,Not Verified,Late (31-120 days),n,debt_consolidation
sdv-id-zgfQbX,6633.0,22578.0,15392.200056588821, 36 months,19.25,443.79,G,E3,10+ years,OWN,41421.71,Source Verified,Fully Paid,n,other
sdv-id-JoAVqk,17412.0,9941.0,14517.746880618488, 36 months,19.72,703.55,C,F3,1 year,RENT,62599.72,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-mNDanL,18971.0,17613.0,0.0, 36 months,15.38,290.4,C,B5,6 years,OWN,68420.64,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-CUllKo,21760.0,13507.0,27741.523778378043, 36 months,26.5,429.98,D,D1,2 years,MORTGAGE,19661.71,Not Verified,Current,n,debt_consolidation
sdv-id-GRWsxr,11546.0,16863.0,15588.161650124393, 60 months,16.33,409.97,D,A4,4 years,MORTGAGE,44668.25,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-udTxgw,20976.0,1312.0,10366.763435857547, 36 months,19.19,259.89,B,F1,7 years,OWN,80069.56,Source Verified,Current,n,debt_consolidation
sdv-id-waHPsc,18505.0,1000.0,16852.42369258397, 36 months,13.6,842.57,C,E2,10+ years,MORTGAGE,36351.81,Source Verified,Charged Off,n,other
sdv-id-OQuvTv,35847.0,38715.0,15278.335731329295, 60 months,30.99,594.56,E,B5,7 years,RENT,11433.47,Source Verified,Charged Off,n,house
sdv-id-lquFLw,7887.0,1944.0,26620.614332453104, 36 months,21.53,38.93,D,C1,10+ years,RENT,206729.02,Verified,Current,n,debt_consolidation
sdv-id-XDydFT,17098.0,25066.0,11343.57470830826, 60 months,12.2,313.94,B,C5,2 years,RENT,20032.4,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-ARadSN,30780.0,21498.0,6823.49933920081, 36 months,30.92,1230.45,B,B1,2 years,MORTGAGE,105059.99,Source Verified,Current,n,debt_consolidation
sdv-id-GuOVRF,19142.0,30756.0,21922.89269342432, 36 months,21.54,594.02,B,C4,10+ years,MORTGAGE,52065.29,Not Verified,Charged Off,n,debt_consolidation
sdv-id-EERohy,18798.0,1000.0,287.15713234617124, 60 months,9.86,431.96,E,C3,10+ years,OWN,72347.78,Source Verified,Charged Off,y,debt_consolidation
sdv-id-WEtxKk,4347.0,29318.0,2496.1664489611026, 60 months,16.4,246.64,E,G3,1 year,MORTGAGE,24938.38,Verified,Fully Paid,n,home_improvement
sdv-id-NcOCvH,7336.0,14841.0,15721.930344701077, 36 months,16.97,533.96,B,C5,5 years,OWN,189469.64,Verified,Current,y,debt_consolidation
sdv-id-CpgZhx,16873.0,15923.0,40000.0, 36 months,14.13,911.9,B,D2,10+ years,MORTGAGE,140631.3,Source Verified,Current,n,debt_consolidation
sdv-id-Spdrww,9571.0,17645.0,16869.53957138354, 36 months,20.91,72.16,C,F3,10+ years,OWN,65208.36,Source Verified,Charged Off,y,home_improvement
sdv-id-lNfHpJ,26772.0,1000.0,14232.063903594257, 36 months,22.42,331.89,F,B4,2 years,MORTGAGE,27153.72,Source Verified,Charged Off,n,debt_consolidation
sdv-id-iIzeuG,20119.0,2527.0,10111.990301954938, 60 months,17.83,287.17,C,D1,10+ years,RENT,132083.81,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-OkCrlk,17540.0,13316.0,17366.00796504726, 36 months,17.21,348.18,C,C2,2 years,MORTGAGE,167939.11,Verified,Current,n,renewable_energy
sdv-id-rZsssy,16707.0,4390.0,27114.618081958546, 36 months,20.54,420.78,D,B4,10+ years,RENT,33731.51,Verified,Current,n,debt_consolidation
sdv-id-miTWPR,19671.0,8514.0,0.0, 36 months,30.99,424.1,C,E3,2 years,RENT,46705.36,Verified,Charged Off,n,debt_consolidation
sdv-id-pURyes,3602.0,25421.0,14594.475531918124, 36 months,20.92,195.24,B,E2,10+ years,OWN,47200.19,Not Verified,Fully Paid,n,credit_card
sdv-id-bmPDkJ,24167.0,17588.0,28217.569142913962, 36 months,24.62,420.33,C,D3,8 years,MORTGAGE,15258.68,Verified,Fully Paid,n,debt_consolidation
sdv-id-SrqSzG,21712.0,3207.0,11631.226221260295, 60 months,17.63,373.13,C,F2,4 years,NONE,62056.82,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-hoQiFs,7512.0,10977.0,30910.02479112913, 36 months,19.66,22.24,B,C5,4 years,OWN,44900.41,Not Verified,Current,n,debt_consolidation
sdv-id-hIiosf,24148.0,3632.0,14321.711001807365, 60 months,30.99,668.48,B,E1,2 years,OTHER,40554.8,Not Verified,Fully Paid,n,credit_card
sdv-id-mJjpLQ,13450.0,22763.0,3362.641580997507, 36 months,22.47,208.84,A,D5,2 years,MORTGAGE,47932.85,Verified,Current,n,major_purchase
sdv-id-uWiwZi,30528.0,1729.0,5031.997203877465, 36 months,11.8,786.79,C,G4,2 years,OWN,43212.53,Verified,Charged Off,n,small_business
sdv-id-TnyQfR,9854.0,25380.0,16517.174028333586, 60 months,20.95,35.19,D,C5,10+ years,MORTGAGE,90575.76,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-BwAYmo,30859.0,27757.0,12812.372299404433, 36 months,15.87,254.11,C,B1,10+ years,MORTGAGE,107422.27,Not Verified,Fully Paid,n,credit_card
sdv-id-MChDny,17435.0,22534.0,11204.92228939831, 60 months,13.1,718.23,B,B3,6 years,RENT,58259.28,Not Verified,Current,y,debt_consolidation
sdv-id-BksQxE,1992.0,18162.0,16344.278253070983, 60 months,12.25,393.55,A,B1,10+ years,OWN,73085.59,Not Verified,Charged Off,n,moving
sdv-id-VkWdQl,19004.0,22607.0,5085.544611110464, 36 months,16.62,327.09,D,B1,2 years,MORTGAGE,66629.56,Verified,Late (31-120 days),n,debt_consolidation
sdv-id-TuJvik,7091.0,22939.0,16916.684711910202, 36 months,16.19,466.0,C,C3,10+ years,OWN,82747.57,Verified,Charged Off,n,debt_consolidation
sdv-id-yjrDFA,18837.0,5596.0,13609.696698534415, 60 months,30.99,714.01,C,B4,10+ years,RENT,96894.69,Source Verified,Fully Paid,n,house
sdv-id-DUsyvV,20350.0,27449.0,4096.227613750167, 36 months,10.17,635.32,D,D4,3 years,OWN,33703.79,Source Verified,Charged Off,n,other
sdv-id-HDToVk,18101.0,21774.0,8403.172638121418, 60 months,27.84,170.99,D,A4,2 years,MORTGAGE,47105.12,Verified,Charged Off,n,small_business
sdv-id-DuMtDP,32476.0,21763.0,10713.196724423276, 36 months,11.68,1102.16,D,B4,6 years,ANY,57206.42,Verified,Fully Paid,n,credit_card
sdv-id-NyTQSb,8609.0,17686.0,4947.1752471573045, 36 months,17.92,801.28,B,B1,2 years,MORTGAGE,31564.53,Source Verified,Charged Off,n,debt_consolidation
sdv-id-vgmJvy,3879.0,7554.0,13069.36884791642, 36 months,18.39,603.86,A,D1,3 years,MORTGAGE,86059.45,Source Verified,Charged Off,n,debt_consolidation
sdv-id-gKSoXS,21729.0,21600.0,9491.00630951862, 36 months,17.79,487.24,G,C4,9 years,OWN,121898.08,Verified,Charged Off,n,debt_consolidation
sdv-id-tJHnal,20378.0,17704.0,11655.303233433708, 36 months,26.06,750.94,A,D1,5 years,RENT,49858.52,Verified,Fully Paid,n,credit_card
sdv-id-SNiAxI,9429.0,13629.0,16019.116860295573, 60 months,30.99,381.27,C,F1,10+ years,RENT,336851.61,Verified,Fully Paid,n,credit_card
sdv-id-lkxNyd,2230.0,3755.0,0.0, 60 months,7.88,436.36,C,C4,2 years,MORTGAGE,51832.89,Source Verified,Charged Off,n,other
sdv-id-EqaRYI,9513.0,22527.0,20398.87937604847, 36 months,12.7,756.34,E,A3,6 years,MORTGAGE,200468.83,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-VfaLIg,19709.0,22139.0,13959.55481258385, 36 months,19.52,453.82,A,C4,10+ years,OWN,43165.38,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-vMCDZl,20192.0,17518.0,18031.301012491862, 36 months,26.88,526.85,A,F2,7 years,ANY,101618.44,Verified,Late (31-120 days),n,debt_consolidation
sdv-id-oaftYL,5547.0,15662.0,32597.686135813095, 36 months,18.89,102.21,D,B5,10+ years,OWN,60153.4,Verified,Current,n,car
sdv-id-gyxydJ,10293.0,17658.0,16123.215278118265, 36 months,17.81,554.17,B,E2,10+ years,MORTGAGE,48872.64,Not Verified,Fully Paid,n,medical
sdv-id-eTbvzh,4298.0,16754.0,9941.843278434235, 36 months,10.44,137.94,E,B5,10+ years,OWN,40318.91,Verified,Current,n,debt_consolidation
sdv-id-qyKdMu,17074.0,10594.0,22562.303869411582, 60 months,20.67,505.53,C,C3,2 years,OWN,118520.35,Not Verified,Charged Off,n,medical
sdv-id-ZNSDjg,8760.0,1313.0,4645.564591530999, 60 months,16.2,539.51,A,C2,2 years,MORTGAGE,50023.63,Source Verified,Late (16-30 days),n,credit_card
sdv-id-evQlss,7009.0,1000.0,13752.80370776222, 60 months,13.29,424.55,C,B3,10+ years,MORTGAGE,106807.86,Verified,Fully Paid,n,other
sdv-id-TrkjXv,2493.0,13850.0,29231.53312781831, 36 months,20.5,22.24,B,B1,2 years,RENT,24544.33,Source Verified,Late (31-120 days),n,debt_consolidation
sdv-id-AWsILP,5935.0,22508.0,2979.3411542450553, 36 months,17.8,569.11,A,B5,10+ years,RENT,62706.84,Verified,Current,n,credit_card
sdv-id-NhqCVg,11331.0,7531.0,918.6274970336444, 60 months,19.43,1021.41,A,B5,< 1 year,RENT,42635.33,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-TVRZYK,13581.0,1000.0,30185.051671291763, 60 months,30.91,311.72,C,A1,8 years,MORTGAGE,75220.22,Verified,Charged Off,n,home_improvement
sdv-id-ghEgOC,8020.0,3950.0,28586.196906780653, 36 months,16.32,394.06,D,E4,8 years,RENT,72270.76,Source Verified,Late (16-30 days),n,medical
sdv-id-bVKIWQ,5925.0,22965.0,17475.428203103937, 36 months,14.42,185.42,B,C5,1 year,RENT,66021.07,Verified,Fully Paid,n,house
sdv-id-cjjjHw,8196.0,14953.0,8202.579780754018, 36 months,9.7,335.52,D,C5,2 years,MORTGAGE,70309.05,Verified,Current,n,debt_consolidation
sdv-id-qYWuov,7215.0,15891.0,15477.375503375444, 36 months,15.68,180.04,C,B3,8 years,RENT,191339.85,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-daJYyO,16362.0,1577.0,16272.196656038688, 36 months,28.6,653.28,E,C2,2 years,RENT,62722.18,Source Verified,Does not meet the credit policy. Status:Fully Paid,n,credit_card
sdv-id-HnpAaA,2289.0,21922.0,16036.269146150538, 36 months,10.49,22.24,B,E4,1 year,OWN,68030.33,Not Verified,Current,n,other
sdv-id-OVhNyn,17403.0,25519.0,13438.148978137233, 60 months,24.33,292.59,B,D3,10+ years,MORTGAGE,65138.08,Source Verified,Current,n,debt_consolidation
sdv-id-SZzfMy,19981.0,2136.0,15352.97860748451, 36 months,13.49,516.42,A,C1,4 years,ANY,37164.42,Source Verified,Current,n,debt_consolidation
sdv-id-sxkxRd,12282.0,18473.0,34590.51328240563, 36 months,28.82,164.68,A,B1,2 years,MORTGAGE,66432.12,Not Verified,Charged Off,n,major_purchase
sdv-id-IuXkss,14277.0,3417.0,16313.218472055294, 60 months,30.99,252.86,C,D2,2 years,MORTGAGE,42684.11,Source Verified,Charged Off,n,debt_consolidation
sdv-id-dzLupg,19727.0,16513.0,13428.781009808146, 60 months,13.22,349.04,A,B1,6 years,MORTGAGE,38327.08,Verified,Fully Paid,n,credit_card
sdv-id-EFovDR,21080.0,25877.0,8468.16605187593, 36 months,12.35,399.66,E,C5,10+ years,MORTGAGE,169163.34,Source Verified,Current,n,debt_consolidation
sdv-id-pThBfK,9027.0,29465.0,25212.534197232806, 60 months,21.21,133.33,F,D1,8 years,MORTGAGE,31187.41,Source Verified,Charged Off,n,major_purchase
sdv-id-hrFrwF,5999.0,16545.0,19181.084006792975, 36 months,14.42,173.47,C,B3,10+ years,RENT,56796.3,Source Verified,Current,n,debt_consolidation
sdv-id-btAnBm,14327.0,1000.0,14668.397495739298, 36 months,17.99,47.23,A,C1,4 years,OWN,124962.32,Verified,Current,n,credit_card
sdv-id-bEWcTp,6148.0,9865.0,10107.77254316237, 60 months,17.57,1090.57,E,C5,10+ years,OWN,330526.14,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-RDnFjx,21509.0,19825.0,36631.89384564955, 60 months,11.62,386.84,B,C2,10+ years,OWN,82968.46,Source Verified,Charged Off,n,other
sdv-id-BBHJLP,11150.0,37804.0,15715.024142307018, 36 months,26.18,346.61,E,A4,10+ years,RENT,149439.48,Source Verified,Late (31-120 days),n,credit_card
sdv-id-MvKQhD,5917.0,25229.0,19435.88803076146, 60 months,16.39,28.43,D,D2,10+ years,MORTGAGE,36922.7,Not Verified,Current,n,debt_consolidation
sdv-id-lhJeHb,17761.0,38509.0,2632.804991496876, 36 months,10.79,513.77,A,F5,10+ years,MORTGAGE,37997.2,Source Verified,Charged Off,n,credit_card
sdv-id-ZKjZmQ,1000.0,25003.0,9022.310859849456, 60 months,20.67,137.28,E,G3,10+ years,OWN,34704.26,Verified,Current,n,debt_consolidation
sdv-id-ITGXFG,1654.0,22410.0,3416.251377151269, 36 months,8.42,457.15,B,E3,10+ years,RENT,37732.67,Source Verified,Charged Off,n,other
sdv-id-XLUcAm,15718.0,4774.0,4739.7403620229325, 60 months,30.99,1377.24,D,C4,6 years,OWN,42970.78,Source Verified,Fully Paid,n,major_purchase
sdv-id-jxeviX,3050.0,26965.0,11784.683071689224, 36 months,17.48,408.14,A,B3,6 years,MORTGAGE,59893.29,Verified,Fully Paid,n,other
sdv-id-MhlsXb,17808.0,19196.0,22656.910031166037, 36 months,18.09,36.36,D,A5,2 years,ANY,84351.14,Verified,Current,n,credit_card
sdv-id-AJrcSD,32974.0,19274.0,16287.50834185813, 36 months,15.8,62.11,A,G3,10+ years,RENT,13190.43,Verified,Fully Paid,y,other
sdv-id-VUnJzc,5927.0,4217.0,231.9058531470946, 36 months,20.43,491.07,E,B4,8 years,OWN,35186.2,Verified,Charged Off,n,other
sdv-id-WcJmrF,22710.0,11502.0,4463.751758472056, 36 months,18.81,470.78,D,D1,2 years,RENT,114881.07,Verified,Fully Paid,n,other
sdv-id-sZVQvF,12903.0,9105.0,13753.317208841177, 60 months,16.26,72.83,B,A5,10+ years,RENT,42451.42,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-eNDOLB,6921.0,14679.0,4727.528188883978, 60 months,20.89,205.27,B,A1,2 years,MORTGAGE,65360.51,Not Verified,Current,n,credit_card
sdv-id-yJJjLT,15677.0,21803.0,2182.3458146599673, 36 months,10.87,160.27,C,F2,6 years,OWN,80820.32,Not Verified,Charged Off,n,other
sdv-id-cNfAdB,24819.0,1050.0,2247.35384849411, 36 months,27.9,140.84,B,F1,2 years,MORTGAGE,51744.98,Not Verified,Does not meet the credit policy. Status:Fully Paid,n,home_improvement
sdv-id-vqYYNn,19829.0,16027.0,13022.016101622181, 36 months,28.95,1413.24,F,B4,10+ years,MORTGAGE,41468.57,Source Verified,Fully Paid,n,credit_card
sdv-id-cLmXLA,2650.0,25224.0,34715.35421116947, 60 months,7.27,249.83,E,E3,9 years,RENT,71163.6,Not Verified,Fully Paid,y,debt_consolidation
sdv-id-Yyacde,15275.0,14154.0,16062.96074592198, 36 months,5.57,22.24,C,G1,3 years,MORTGAGE,71632.08,Verified,Charged Off,y,debt_consolidation
sdv-id-ugbGLH,12235.0,29550.0,35427.38620695405, 36 months,5.56,171.13,C,E5,10+ years,MORTGAGE,48095.68,Verified,Charged Off,n,debt_consolidation
sdv-id-rHVvmt,15426.0,7881.0,14425.439740678543, 36 months,9.93,424.27,D,C3,2 years,RENT,86971.28,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-NMdqlP,20994.0,23229.0,13929.275169175533, 36 months,18.08,631.94,E,C2,10+ years,RENT,42404.05,Not Verified,Charged Off,n,debt_consolidation
sdv-id-okbPCL,16099.0,18815.0,9995.710631328937, 36 months,16.1,355.84,A,C2,2 years,RENT,44224.55,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-KubcFl,7748.0,9195.0,14133.404110490483, 36 months,15.94,514.43,B,C2,< 1 year,RENT,46891.25,Not Verified,Fully Paid,n,small_business
sdv-id-MLWGnm,16300.0,27904.0,3026.1092853649557, 36 months,27.85,22.24,B,B3,2 years,RENT,53092.2,Verified,In Grace Period,n,credit_card
sdv-id-XdsICX,32904.0,1000.0,21406.6500948077, 36 months,16.2,375.21,C,B5,10+ years,ANY,52313.38,Verified,Charged Off,n,debt_consolidation
sdv-id-QyeKHO,5723.0,14300.0,12264.789812701794, 36 months,15.36,22.24,D,C4,4 years,MORTGAGE,63669.12,Verified,Fully Paid,n,other
sdv-id-QrAXRh,26858.0,22718.0,33982.41223443591, 36 months,16.71,251.19,E,C5,5 years,ANY,81899.63,Not Verified,Fully Paid,n,home_improvement
sdv-id-NDTSXP,18958.0,20599.0,18590.476941462297, 60 months,13.65,208.3,B,A1,8 years,MORTGAGE,91994.8,Verified,Fully Paid,n,home_improvement
sdv-id-rVnrrE,25018.0,19501.0,13195.602494002906, 60 months,21.36,553.67,B,F3,6 years,OWN,53833.91,Not Verified,Charged Off,n,debt_consolidation
sdv-id-iDPPSh,6619.0,14127.0,10831.942734876828, 36 months,9.68,855.32,C,B4,10+ years,OWN,71879.12,Verified,Charged Off,y,debt_consolidation
sdv-id-KNmaKk,9445.0,14637.0,28342.507559144626, 36 months,30.99,878.9,A,E2,6 years,MORTGAGE,50397.65,Verified,Charged Off,n,car
sdv-id-AfNnnY,14925.0,1000.0,18990.226789783184, 36 months,13.95,1140.88,B,B2,1 year,OWN,11433.47,Not Verified,Fully Paid,n,other
sdv-id-QXdBle,19317.0,1000.0,11392.750892789269, 36 months,9.4,249.9,E,B5,8 years,MORTGAGE,65855.5,Verified,Late (31-120 days),n,credit_card
sdv-id-xPaTIZ,17705.0,13456.0,13923.379032295745, 36 months,10.72,186.48,A,C4,6 years,MORTGAGE,30278.65,Verified,Late (31-120 days),n,debt_consolidation
sdv-id-kHFoBU,33401.0,28205.0,616.3898369921808, 60 months,17.83,336.55,D,B4,5 years,MORTGAGE,31111.68,Verified,Current,n,credit_card
sdv-id-UdzGoJ,7143.0,10641.0,26916.82047147194, 36 months,12.33,715.86,B,A4,5 years,MORTGAGE,50767.88,Source Verified,Current,n,debt_consolidation
sdv-id-pqTbWj,27308.0,2663.0,25677.64297752109, 60 months,29.79,512.39,A,B1,8 years,OWN,30298.02,Verified,Late (16-30 days),n,house
sdv-id-gtjenK,11608.0,23052.0,32117.52220414115, 36 months,9.3,524.77,C,B2,6 years,MORTGAGE,215065.37,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-IQKplD,18019.0,16496.0,15904.45782985364, 60 months,30.65,768.05,C,D1,1 year,OWN,183946.2,Verified,Fully Paid,n,debt_consolidation
sdv-id-tHvcHh,22608.0,21958.0,10600.6725978584, 36 months,11.83,237.88,D,D2,10+ years,OWN,78749.42,Verified,Current,n,small_business
sdv-id-PiuHvk,17912.0,1829.0,8359.682361326462, 36 months,18.51,824.8,B,B2,6 years,RENT,11433.47,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-yoRiyA,18719.0,21921.0,14705.325656819696, 60 months,12.67,886.11,C,B2,8 years,RENT,136187.44,Source Verified,Fully Paid,n,other
sdv-id-pgpGAL,11055.0,24163.0,15645.07224656436, 36 months,18.72,991.85,E,B1,8 years,MORTGAGE,69617.07,Source Verified,Charged Off,n,debt_consolidation
sdv-id-eUWbUX,21429.0,25000.0,12210.722805703728, 60 months,12.23,497.96,B,B2,6 years,OWN,77113.85,Verified,Charged Off,n,home_improvement
sdv-id-QrizTw,13193.0,14768.0,8149.735527226759, 36 months,19.19,519.64,A,C2,3 years,OWN,49546.19,Source Verified,Fully Paid,n,other
sdv-id-miCoMI,17346.0,14806.0,23145.585820923297, 60 months,27.85,1058.22,G,B5,9 years,OWN,111512.87,Not Verified,Late (31-120 days),n,major_purchase
sdv-id-ZryaDR,22639.0,1949.0,13116.783389239059, 60 months,30.99,415.45,A,C2,10+ years,OWN,153811.08,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-BCuoQE,7519.0,7528.0,20731.910064367614, 36 months,29.29,453.25,C,A5,2 years,MORTGAGE,73027.63,Source Verified,Fully Paid,n,moving
sdv-id-RbjPiu,7522.0,9543.0,1721.0259046907931, 36 months,27.69,450.93,A,B3,1 year,MORTGAGE,30366.1,Not Verified,Late (31-120 days),n,debt_consolidation
sdv-id-ByKrYh,6640.0,28123.0,13683.322410991852, 36 months,14.26,196.27,B,A5,10+ years,MORTGAGE,78938.11,Not Verified,Charged Off,n,debt_consolidation
sdv-id-ljURgU,7324.0,25746.0,30861.781295100925, 36 months,14.87,504.08,A,C2,10+ years,OWN,221549.45,Verified,Charged Off,n,car
sdv-id-rpyoBF,32830.0,1335.0,11730.024094579854, 36 months,19.84,196.11,A,C5,4 years,RENT,71256.77,Verified,Charged Off,n,other
sdv-id-FLpqkp,3842.0,31130.0,12736.512641268997, 60 months,19.77,798.37,F,C5,6 years,MORTGAGE,11591.13,Verified,Current,n,home_improvement
sdv-id-encyFd,4995.0,7647.0,28988.9700609107, 36 months,30.05,393.81,F,C5,10+ years,RENT,139434.23,Source Verified,Charged Off,n,debt_consolidation
sdv-id-OAcpMt,6632.0,4003.0,15328.095858514906, 60 months,19.98,147.77,C,C5,2 years,MORTGAGE,65388.97,Source Verified,Current,n,debt_consolidation
sdv-id-tlqiec,13104.0,28594.0,14830.67182152769, 60 months,17.19,153.03,C,E1,7 years,RENT,22229.03,Source Verified,Fully Paid,n,vacation
sdv-id-uYxbuM,28821.0,8860.0,15817.125146212906, 36 months,17.94,225.16,C,B1,10+ years,OWN,44131.08,Not Verified,Current,n,debt_consolidation
sdv-id-MOtZqe,8311.0,5465.0,10982.984558703349, 36 months,13.83,224.91,D,C1,1 year,MORTGAGE,73002.1,Verified,Fully Paid,n,debt_consolidation
sdv-id-mRHfkS,20845.0,33659.0,1064.6927131159382, 60 months,6.41,291.78,B,E4,2 years,MORTGAGE,80614.07,Verified,Charged Off,n,debt_consolidation
sdv-id-heeKlo,10896.0,5264.0,17091.968999133376, 60 months,16.86,366.59,B,E3,10+ years,RENT,122214.14,Not Verified,Current,n,debt_consolidation
